file_path,line_number,matched_term,line_classification,raw_line_excerpt
"src/data/databases/__tests__/truScoreOptimizedDatabase.test.ts",98,"TruScore","test_or_spec","const products = await database.queryByNameForTruScore(mockProduct, userCountry);"
"src/data/databases/__tests__/truScoreOptimizedDatabase.test.ts",107,"TruScore","test_or_spec","describe('TruScore Completeness', () => {"
"src/data/databases/__tests__/truScoreOptimizedDatabase.test.ts",117,"TruScore","test_or_spec","// Check for key TruScore fields"
"src/data/databases/__tests__/truScoreOptimizedDatabase.test.ts",137,"TruScore","test_or_spec","const weights = database.getTruScoreSourceWeights();"
"src/features/alerts/AlertsHome.tsx",221,"TruScore","review_default","Preference-based insights only; they do not change TruScore (banner alerts follow separate rules)"
"src/features/product/cards/PalmOilCard/PalmOilCard.tsx",2,"TruScore","comment","// Hidden on product page: palm oil still drives Planet/TruScore, user alert insights, and sharing payloads."
"src/features/product/cards/ProductCards.tsx",6,"TruScore","review_default","import { TruScoreResult } from '../../../lib/truscoreEngine';"
"src/features/product/cards/ProductCards.tsx",9,"TruScore","review_default","import { TruScoreCard } from './TruScoreCard';"
"src/features/product/cards/ProductCards.tsx",26,"TruScore","review_default","truScore?: TruScoreResult;"
"src/features/product/cards/ProductCards.tsx",47,"TruScore","review_default","{/* TruScore Card - Always show if product exists */}"
"src/features/product/cards/ProductCards.tsx",49,"TruScore","review_default","<TruScoreCard"
"src/features/product/cards/TruScoreCard/hooks/useTruScoreData.ts",1,"TruScore","comment","// Hook for TruScore card data"
"src/features/product/cards/TruScoreCard/hooks/useTruScoreData.ts",6,"TruScore","review_default","import { calculateTruScore, TruScoreResult } from '../../../../../lib/truscoreEngine';"
"src/features/product/cards/TruScoreCard/hooks/useTruScoreData.ts",13,"TruScore","review_default","interface UseTruScoreDataOptions {"
"src/features/product/cards/TruScoreCard/hooks/useTruScoreData.ts",19,"TruScore","review_default","export function useTruScoreData({ barcode, product, autoFetch = true }: UseTruScoreDataOptions) {"
"src/features/product/cards/TruScoreCard/hooks/useTruScoreData.ts",20,"TruScore","review_default","const [truScore, setTruScore] = useState<TruScoreResult | null>(null);"
"src/features/product/cards/TruScoreCard/hooks/useTruScoreData.ts",30,"TruScore","review_default","const calculated = calculateTruScore(product, alertsPreferences, getPlanetScoringContext());"
"src/features/product/cards/TruScoreCard/hooks/useTruScoreData.ts",31,"TruScore","review_default","setTruScore(calculated);"
"src/features/product/cards/TruScoreCard/hooks/useTruScoreData.ts",35,"TruScore","server_or_app_log","logger.error('Error calculating TruScore from product:', err);"
"src/features/product/cards/TruScoreCard/hooks/useTruScoreData.ts",48,"TruScore","review_default","const calculated = calculateTruScore(fetchedProduct, alertsPreferences, getPlanetScoringContext());"
"src/features/product/cards/TruScoreCard/hooks/useTruScoreData.ts",49,"TruScore","review_default","setTruScore(calculated);"
"src/features/product/cards/TruScoreCard/hooks/useTruScoreData.ts",56,"TruScore","server_or_app_log","logger.error('Error fetching product for TruScore:', err);"
"src/features/product/cards/TruScoreCard/index.ts",1,"TruScore","comment","// TruScore Card exports"
"src/features/product/cards/TruScoreCard/index.ts",2,"TruScore","review_default","export { default as TruScoreCard } from './TruScoreCard';"
"src/features/product/cards/TruScoreCard/index.ts",3,"TruScore","review_default","export { TruScoreCardSkeleton } from './TruScoreCardSkeleton';"
"src/features/product/cards/TruScoreCard/index.ts",4,"TruScore","review_default","export { TruScoreCardError } from './TruScoreCardError';"
"src/features/product/cards/TruScoreCard/index.ts",5,"TruScore","review_default","export { useTruScoreData } from './hooks/useTruScoreData';"
"src/features/product/cards/TruScoreCard/TruScoreCard.tsx",1,"TruScore","comment","// Modular TruScore Card Component"
"src/features/product/cards/TruScoreCard/TruScoreCard.tsx",10,"TruScore","review_default","import { useTruScoreData } from './hooks/useTruScoreData';"
"src/features/product/cards/TruScoreCard/TruScoreCard.tsx",11,"TruScore","review_default","import { TruScoreCardSkeleton } from './TruScoreCardSkeleton';"
"src/features/product/cards/TruScoreCard/TruScoreCard.tsx",12,"TruScore","review_default","import { TruScoreCardError } from './TruScoreCardError';"
"src/features/product/cards/TruScoreCard/TruScoreCard.tsx",13,"TruScore","review_default","import TruScore from '../../../../components/TruScore';"
"src/features/product/cards/TruScoreCard/TruScoreCard.tsx",15,"TruScore","review_default","import TruScoreInfoModal from '../../../../components/TrustScoreInfoModal';"
"src/features/product/cards/TruScoreCard/TruScoreCard.tsx",25,"TruScore","review_default","interface TruScoreCardProps {"
"src/features/product/cards/TruScoreCard/TruScoreCard.tsx",32,"TruScore","comment","// Helper function to get TruScore color"
"src/features/product/cards/TruScoreCard/TruScoreCard.tsx",33,"TruScore","review_default","const getTruScoreColor = (score: number | null) => {"
"src/features/product/cards/TruScoreCard/TruScoreCard.tsx",41,"TruScore","review_default","function TruScoreCardContent({ barcode, product, onShare, premiumFeatures }: TruScoreCardProps) {"
"src/features/product/cards/TruScoreCard/TruScoreCard.tsx",44,"TruScore","review_default","const { truScore, loading, error } = useTruScoreData({ barcode, product });"
"src/features/product/cards/TruScoreCard/TruScoreCard.tsx",59,"TruScore","review_default","return <TruScoreCardSkeleton />;"
"src/features/product/cards/TruScoreCard/TruScoreCard.tsx",64,"TruScore","review_default","<TruScoreCardError"
"src/features/product/cards/TruScoreCard/TruScoreCard.tsx",152,"TruScore","review_default","borderColor: getTruScoreColor(truScore.truscore),"
"src/features/product/cards/TruScoreCard/TruScoreCard.tsx",194,"TruScore","review_default","{/* TruScore Display */}"
"src/features/product/cards/TruScoreCard/TruScoreCard.tsx",195,"TruScore","review_default","<TruScore truScore={truScore} size=""medium"" />"
"src/features/product/cards/TruScoreCard/TruScoreCard.tsx",273,"TruScore","review_default","{/* TruScore Info Modal */}"
"src/features/product/cards/TruScoreCard/TruScoreCard.tsx",274,"TruScore","review_default","<TruScoreInfoModal"
"src/features/product/cards/TruScoreCard/TruScoreCard.tsx",295,"TruScore","review_default","export default function TruScoreCard(props: TruScoreCardProps) {"
"src/features/product/cards/TruScoreCard/TruScoreCard.tsx",298,"TruScore","review_default","feature=""TruScoreCard"""
"src/features/product/cards/TruScoreCard/TruScoreCard.tsx",303,"TruScore","review_default","<Suspense fallback={<TruScoreCardSkeleton />}>"
"src/features/product/cards/TruScoreCard/TruScoreCard.tsx",304,"TruScore","review_default","<TruScoreCardContent {...props} />"
"src/features/product/cards/TruScoreCard/TruScoreCardError.tsx",1,"TruScore","comment","// Error display for TruScore card"
"src/features/product/cards/TruScoreCard/TruScoreCardError.tsx",10,"TruScore","review_default","interface TruScoreCardErrorProps {"
"src/features/product/cards/TruScoreCard/TruScoreCardError.tsx",15,"TruScore","review_default","export function TruScoreCardError({ error, onRetry }: TruScoreCardErrorProps) {"
"src/features/product/cards/TruScoreCard/TruScoreCardError.tsx",24,"TruScore","review_default","{t('result.errorLoadingTruScore', 'Error loading Rveel Score')}"
"src/features/product/cards/TruScoreCard/TruScoreCardSkeleton.tsx",1,"TruScore","comment","// Skeleton loader for TruScore card"
"src/features/product/cards/TruScoreCard/TruScoreCardSkeleton.tsx",8,"TruScore","review_default","export function TruScoreCardSkeleton() {"
"src/features/product/components/TruScoreCard.tsx",2,"TruScore","comment","* TruScore Card Component"
"src/features/product/components/TruScoreCard.tsx",4,"TruScore","comment","* Displays TruScore with breakdown and info modal."
"src/features/product/components/TruScoreCard.tsx",7,"TruScore","comment","* @module TruScoreCard"
"src/features/product/components/TruScoreCard.tsx",14,"TruScore","review_default","import { TruScoreResult } from '../../../lib/truscoreEngine';"
"src/features/product/components/TruScoreCard.tsx",17,"TruScore","review_default","import TruScore from '../../../components/TruScore';"
"src/features/product/components/TruScoreCard.tsx",18,"TruScore","review_default","import TruScoreInfoModal from '../../../components/TrustScoreInfoModal';"
"src/features/product/components/TruScoreCard.tsx",20,"TruScore","review_default","interface TruScoreCardProps {"
"src/features/product/components/TruScoreCard.tsx",21,"TruScore","review_default","truScore: TruScoreResult | null;"
"src/features/product/components/TruScoreCard.tsx",26,"TruScore","review_default","const TruScoreCard = React.memo(function TruScoreCard({ truScore, product, onShare }: TruScoreCardProps) {"
"src/features/product/components/TruScoreCard.tsx",76,"TruScore","review_default","<TruScore truScore={truScore} size=""large"" />"
"src/features/product/components/TruScoreCard.tsx",79,"TruScore","review_default","<TruScoreInfoModal"
"src/features/product/components/TruScoreCard.tsx",128,"TruScore","review_default","export default TruScoreCard;"
"src/features/product/hooks/useProductData.ts",7,"TruScore","review_default","import { calculateTruScore, TruScoreResult } from '../../../lib/truscoreEngine';"
"src/features/product/hooks/useProductData.ts",28,"TruScore","review_default","const [truScore, setTruScore] = useState<TruScoreResult | null>(null);"
"src/features/product/hooks/useProductData.ts",42,"TruScore","review_default","const calculated = calculateTruScore(manualProduct, alertsPreferences, getPlanetScoringContext());"
"src/features/product/hooks/useProductData.ts",43,"TruScore","review_default","setTruScore(calculated);"
"src/features/product/hooks/useProductData.ts",52,"TruScore","review_default","const calculated = calculateTruScore(productData, alertsPreferences, getPlanetScoringContext());"
"src/features/product/hooks/useProductData.ts",53,"TruScore","review_default","setTruScore(calculated);"
"src/features/product/hooks/useProductData.ts",71,"TruScore","review_default","const calculated = calculateTruScore(productData, alertsPreferences, getPlanetScoringContext());"
"src/features/product/hooks/useProductData.ts",72,"TruScore","review_default","setTruScore(calculated);"
"src/features/product/hooks/useProductData.ts",86,"TruScore","comment","// Recalculate TruScore when user alert preferences change"
"src/features/product/hooks/useProductData.ts",89,"TruScore","review_default","const calculated = calculateTruScore(product, alertsPreferences, getPlanetScoringContext());"
"src/features/product/hooks/useProductData.ts",90,"TruScore","review_default","setTruScore(calculated);"
"src/features/sharing/services/ShareContentBuilder.ts",35,"TruScore","review_default","return this.buildTruScoreContent(product, truScore, universalLink, productName, platform);"
"src/features/sharing/services/ShareContentBuilder.ts",43,"TruScore","review_default","case 'negativeTruScore':"
"src/features/sharing/services/ShareContentBuilder.ts",44,"TruScore","review_default","return this.buildNegativeTruScoreContent(product, truScore, universalLink, productName, platform);"
"src/features/sharing/services/ShareContentBuilder.ts",73,"TruScore","review_default","private static buildTruScoreContent("
"src/features/sharing/services/ShareContentBuilder.ts",194,"TruScore","review_default","private static buildNegativeTruScoreContent("
"src/features/sharing/types.ts",4,"TruScore","review_default","import { TruScoreResult } from '../../lib/truscoreEngine';"
"src/features/sharing/types.ts",10,"TruScore","review_default","| 'negativeTruScore'"
"src/features/sharing/types.ts",41,"TruScore","review_default","truScore?: TruScoreResult | null;"
"src/lib/truscoreEngine/index.ts",2,"TruScore","comment","* TruScore Engine - Modular Pillar System"
"src/lib/truscoreEngine/index.ts",18,"TruScore","review_default","import type { TruScoreAnalysis, FetchTraceEntry, PillarAnalysis, PillarAdjustmentWithSource } from '../../types/truscoreAnalysis';"
"src/lib/truscoreEngine/index.ts",39,"TruScore","review_default","export type TruScoreScoringContext = {"
"src/lib/truscoreEngine/index.ts",44,"TruScore","review_default","export interface TruScoreResult {"
"src/lib/truscoreEngine/index.ts",64,"TruScore","review_default","analysis?: TruScoreAnalysis;"
"src/lib/truscoreEngine/index.ts",68,"TruScore","comment","* Calculate TruScore v1.4 - Full spec implementation using modular pillars"
"src/lib/truscoreEngine/index.ts",75,"TruScore","comment","* @returns TruScore result with total score, breakdown, and optional insights"
"src/lib/truscoreEngine/index.ts",77,"TruScore","review_default","export function calculateTruScore("
"src/lib/truscoreEngine/index.ts",80,"TruScore","review_default","scoringContext?: TruScoreScoringContext"
"src/lib/truscoreEngine/index.ts",81,"TruScore","review_default","): TruScoreResult {"
"src/lib/truscoreEngine/index.ts",177,"TruScore","review_default","const result: TruScoreResult = {"
"src/lib/truscoreEngine/index.ts",196,"TruScore","review_default","result.analysis = buildTruScoreAnalysis(scoringProduct, result) ?? undefined;"
"src/lib/truscoreEngine/index.ts",198,"TruScore","comment","// PowerShell logging for TruScore calculation details with timing"
"src/lib/truscoreEngine/index.ts",222,"TruScore","server_or_app_log","logger.error('[truscoreEngine] Error calculating TruScore:', {"
"src/lib/truscoreEngine/index.ts",313,"TruScore","comment","* Build full TruScore analysis from product (for fetch trace) and TruScore result (for pillar details)."
"src/lib/truscoreEngine/index.ts",316,"TruScore","review_default","export function buildTruScoreAnalysis("
"src/lib/truscoreEngine/index.ts",318,"TruScore","review_default","result: TruScoreResult"
"src/lib/truscoreEngine/index.ts",319,"TruScore","review_default","): TruScoreAnalysis | null {"
"src/lib/truscoreEngine/index.ts",358,"TruScore","review_default","const analysis: TruScoreAnalysis = {"
"src/lib/truscoreEngine/index.ts",376,"TruScore","review_default","export type { TruScoreAnalysis, FetchTraceEntry, PillarAnalysis, PillarAdjustmentWithSource } from '../../types/truscoreAnalysis';"
"src/lib/truscoreEngine.ts",2,"TruScore","comment","* TruScore Engine - Legacy Wrapper"
"src/lib/truscoreEngine.ts",10,"TruScore","comment","// Re-export from the new modular system (includes calculateTruScore)"
"src/services/bannerAlertsService.ts",12,"TruScore","comment","* Note: Banner text explains scoring sources; TruScore is still computed in the TruScore engine."
"src/services/bannerAlertsService.ts",104,"TruScore","comment","// 1.1a Ethics pillar mirrors — BBFAW & KTC only (same `calculateEthicsPillar` as TruScore Ethics)"
"src/services/countrySpecificRegulations.ts",3,"TruScore","comment","// Used to adjust TruScore Body pillar based on local regulations"
"src/services/ethicsCertificationsService.ts",444,"TruScore","comment","* OFF label tags the Ethics / TruScore certification element recognizes (manual product picker)."
"src/services/ethicsPillarBannerAlerts.ts",4,"TruScore","comment","* TruScore Ethics (v37 spec) is computed in `calculateEthicsPillar`. Banners for animal welfare"
"src/services/fsanzQueryService.ts",9,"TruScore","comment","* 4. App merges FSANZ data into product for TruScore"
"src/services/fsanzQueryService.ts",273,"TruScore","comment","// ===== VERIFICATION: Log TruScore-critical fields ====="
"src/services/fsanzQueryService.ts",274,"TruScore","server_or_app_log","logger.info(`   🔍 [VERIFICATION] TruScore Field Status After FSANZ Enhancement:`);"
"src/services/manualProductService.ts",8,"TruScore","review_default","import { calculateTruScore } from '../lib/truscoreEngine';"
"src/services/manualProductService.ts",104,"Trust Score","comment","// Calculate Trust Score if we have enough data"
"src/services/manualProductService.ts",107,"TruScore","review_default","const trustScoreResult = calculateTruScore(product, undefined, getPlanetScoringContext());"
"src/services/manualProductService.ts",108,"TruScore","comment","// Map TruScoreResult to TrustScoreBreakdown format"
"src/services/productCacheService.ts",22,"TruScore","review_default","import { removeCachedTruScore } from '../utils/truScoreCache';"
"src/services/productCacheService.ts",254,"TruScore","review_default","await removeCachedTruScore(barcode).catch(() => {});"
"src/services/productCacheService.ts",287,"TruScore","comment","* Process and score a product (apply confidence score and calculate TruScore)"
"src/services/productCacheService.ts",296,"TruScore","server_or_app_log","logger.error('Error calculating TruScore (non-critical):', error);"
"src/services/productCacheService.ts",513,"TruScore","comment","// Save final product with TruScore (non-blocking)"
"src/services/productCacheService.ts",561,"TruScore","comment","// Save final product with TruScore (non-blocking)"
"src/services/productDataMerger.ts",21,"TruScore","comment","* Default source weights (TruScore-optimized)"
"src/services/productDataMerger.ts",23,"TruScore","comment","* Updated to match TruScoreOptimizedDatabase weights for consistency"
"src/services/productDataMerger.ts",118,"TruScore","comment","* Calculate TruScore field completeness score (0-100)"
"src/services/productDataMerger.ts",119,"TruScore","comment","* Higher score = more TruScore-critical fields present"
"src/services/productDataMerger.ts",121,"TruScore","review_default","function calculateTruScoreCompleteness(product: Product): number {"
"src/services/productDataMerger.ts",149,"TruScore","comment","// OPTIMIZATION: Score each product by TruScore completeness using Map for faster lookups"
"src/services/productDataMerger.ts",152,"TruScore","review_default","truScoreCompleteness: calculateTruScoreCompleteness(p),"
"src/services/productDataMerger.ts",156,"TruScore","comment","// Sort by combined score: 60% TruScore completeness + 40% source weight"
"src/services/productDataMerger.ts",193,"TruScore","server_or_app_log","logger.info(`  TruScore Completeness: ${completeness}%`);"
"src/services/productDataMerger.ts",321,"TruScore","comment","// ===== CRITICAL: Merge TruScore-critical fields ====="
"src/services/productDataMerger.ts",322,"TruScore","comment","// These fields are essential for TruScore calculation and must be explicitly merged"
"src/services/productDataMerger.ts",570,"TruScore","server_or_app_log","logger.info(`Source ${index + 1}: ${p.source || 'unknown'} (Weight: ${(weight * 100).toFixed(1)}%, TruScore Completeness: ${truScoreCompleteness}%)`);"
"src/services/productDataMerger.ts",577,"TruScore","server_or_app_log","logger.info(`  Base Product: ${baseProduct.source} (highest combined score: TruScore completeness + source weight)`);"
"src/services/productNameDiscovery.ts",3,"TruScore","comment","// This is critical for maximizing query success rates and TruScore quality"
"src/services/productService.ts",60,"TruScore","review_default","import { TruScoreOptimizedDatabase } from '../data/databases/truScoreOptimizedDatabase';"
"src/services/productService.ts",107,"TruScore","comment","* 6. Data merging (TruScore-first strategy)"
"src/services/productService.ts",109,"TruScore","comment","* 8. TruScore calculation"
"src/services/productService.ts",128,"TruScore","comment","* @returns Product with TruScore, or null if offline without cache"
"src/services/productService.ts",134,"TruScore","comment","*   console.log(`TruScore: ${product.trust_score}/100`);"
"src/services/productService.ts",191,"TruScore","comment","* Calculates TruScore, enhances, and prepares product for UI"
"src/services/productService.ts",196,"TruScore","review_default","databaseService: TruScoreOptimizedDatabase"
"src/services/productService.ts",204,"TruScore","comment","// Calculate TruScore"
"src/services/productService.ts",208,"TruScore","server_or_app_log","logger.warn('Error calculating TruScore for progressive display (non-critical):', error);"
"src/services/productService.ts",209,"TruScore","comment","// Return product without TruScore if calculation fails"
"src/services/productService.ts",249,"TruScore","server_or_app_log","logger.info(`[SQLite Product Diagnostics] Product data before TruScore calculation:`, {"
"src/services/productService.ts",316,"TruScore","review_default","const databaseService = new TruScoreOptimizedDatabase();"
"src/services/productService.ts",333,"TruScore","comment","// Process first product for display (calculate TruScore, enhance, etc.)"
"src/services/productService.ts",356,"TruScore","review_default","sourceWeights: databaseService.getTruScoreSourceWeights(),"
