source_id,source_name,source_type,source_url_or_reference,source_owner_or_publisher,harvest_method,harvest_date,source_harvest_date,source_status,notes_internal
SRC_JBS_FOODS_BRANDS,JBS Foods — Our Brands,official_parent_brand_page,https://jbsfoodsgroup.com/our-brands,JBS Foods,source_harvest,2026-04-28,2026-04-28,active,Official JBS Foods brand page
SRC_BRF_BRANDS,BRF — Our Brands,official_parent_brand_page,https://www.mbrf.com/en/our-brands/,BRF,source_harvest,2026-04-28,2026-04-28,active,Official MBRF/BRF brands page
SRC_TYSON_BRANDS,Tyson Foods — Our Brands,official_parent_brand_page,https://www.tysonfoods.com/our-brands,Tyson Foods,source_harvest,2026-04-28,2026-04-28,active,Official Tyson Foods brand page
SRC_MAPLE_LEAF_BRANDS,Maple Leaf Foods — Brands,official_parent_brand_page,https://www.mapleleaffoods.com/brands/,Maple Leaf Foods,source_harvest,2026-04-28,2026-04-28,active,Official Maple Leaf Foods brand page
SRC_PREMIER_FOODS_BRANDS,Premier Foods — Our Brands,official_parent_brand_page,https://www.premierfoods.co.uk/our-brands/,Premier Foods,source_harvest,2026-04-28,2026-04-28,active,Official Premier Foods brands page
SRC_CAMPBELLS_ANZ_PRODUCTS,Campbell's ANZ — Products,official_brand_page,https://www.campbellsanz.com/products,Campbell's ANZ,source_harvest,2026-04-28,2026-04-28,active,Official Campbell's Australia/NZ products source
SRC_HERSHEY_BRANDS,The Hershey Company — Brands,official_parent_brand_page,https://www.thehersheycompany.com/en_us/home/brands.html,The Hershey Company,source_harvest,2026-04-28,2026-04-28,active,Official Hershey brands page
SRC_MCCORMICK_CORP_BRANDS,McCormick Corporation — Brands,official_parent_brand_page,https://www.mccormickcorporation.com/brands,McCormick Corporation,source_harvest,2026-04-28,2026-04-28,active,Official McCormick brand page
SRC_GRUPO_BIMBO_BRANDS,Grupo Bimbo — Brands,official_parent_brand_page,https://grupobimbo.com/en/brands,Grupo Bimbo,source_harvest,2026-04-28,2026-04-28,active,Official Grupo Bimbo brand page
SRC_KDP_BRANDS,Keurig Dr Pepper — Brands,official_parent_brand_page,https://www.keurigdrpepper.com/brands/,Keurig Dr Pepper,source_harvest,2026-04-28,2026-04-28,active,Official KDP brands page
SRC_SUNTORY_OCEANIA_BRANDS,Suntory Oceania — Brands,official_parent_brand_page,https://www.suntoryoceania.com/brands/,Suntory Oceania,source_harvest,2026-04-28,2026-04-28,active,Official Suntory Oceania brand page
SRC_ASAHI_BEVERAGES_BRANDS,Asahi Beverages — About/Brands,official_parent_brand_page,https://www.asahibeverages.com/about-us,Asahi Beverages,source_harvest,2026-04-28,2026-04-28,active,Official Asahi Beverages brand source
SRC_KIRIN_BRANDS,Kirin non-alcohol shelf relevance seed,manual_stewardship,https://www.kirinholdings.com/en/,Kirin Brands,manual_review,2026-04-28,2026-04-28,active,Seed/limited source; AU food relevance needs review
SRC_GOODMAN_FIELDER_BRANDS,Goodman Fielder — Brands,official_parent_brand_page,https://goodmanfielder.com/brands/,Goodman Fielder,source_harvest,2026-04-28,2026-04-28,active,Official Goodman Fielder brand page
SRC_SIMPLOT_BRANDS,Simplot Australia — Brands,official_parent_brand_page,https://simplot.com.au/brands,Simplot Australia,source_harvest,2026-04-28,2026-04-28,active,Official Simplot Australia brand page
SRC_PATTIES_BRANDS,Patties Food Group — Brands,official_parent_brand_page,https://pattiesfoodgroup.com/brands,Patties Food Group,source_harvest,2026-04-28,2026-04-28,active,Official Patties brands page
SRC_ARNOTTS_BRANDS,Arnott's — Our Brands,official_brand_page,https://www.arnotts.com/,Arnott's,source_harvest,2026-04-28,2026-04-28,active,Official Arnott's brand page
SRC_OETKER_AU_BRANDS,Dr. Oetker Australia,official_brand_page,https://www.oetker.com.au/,Oetker Au,source_harvest,2026-04-28,2026-04-28,active,Official Dr. Oetker Australia page
SRC_MCCAIN_AU_BRANDS,McCain Australia,official_brand_page,https://mccain.com.au/,Mccain Au,source_harvest,2026-04-28,2026-04-28,active,Official McCain Australia page
SRC_SAPUTO_AU_BRANDS,Saputo Dairy Australia — Consumer Brands,official_parent_brand_page,https://www.saputodairyaustralia.com.au/en/our-products/consumer-brands,Saputo Dairy Australia,source_harvest,2026-04-28,2026-04-28,active,Official Saputo Dairy Australia consumer brands page
SRC_WILMAR_SUGAR_BRANDS,Wilmar Sugar ANZ — Consumer Products,official_parent_brand_page,https://www.wilmarsugar-anz.com/what-we-do/consumer-products,Wilmar Sugar ANZ,source_harvest,2026-04-28,2026-04-28,active,Official Wilmar sugar consumer brands source
SRC_M_AND_S_FOOD,M&S Food,retailer_own_brand_page,https://www.marksandspencer.com/food,M And,source_harvest,2026-04-28,2026-04-28,active,M&S Food catalogue source
SRC_WAITROSE_DUCHY,Waitrose Duchy Organic,retailer_own_brand_page,https://www.waitrose.com/ecom/shop/browse/groceries/organic_shop/duchy_organic,Waitrose Duchy,source_harvest,2026-04-28,2026-04-28,active,Waitrose/Duchy own-label product source
SRC_TESCO_OWN_LABEL,Tesco own-label product ranges,retailer_own_brand_page,https://www.tesco.com/shop/en-GB/zone/tesco-finest,Tesco Own,source_harvest,2026-04-28,2026-04-28,active,Tesco own-label product source
SRC_SAINSBURYS_OWN_LABEL,Sainsbury's own-label stewardship seed,retailer_own_brand_page,https://www.sainsburys.co.uk/,Sainsburys Own,source_harvest,2026-04-28,2026-04-28,active,Seeded pending official page verification
SRC_AHOLD_DELHAIZE_BRANDS,Ahold Delhaize — Brands,official_parent_brand_page,https://www.aholddelhaize.com/brands/,Ahold Delhaize,source_harvest,2026-04-28,2026-04-28,active,Official Ahold Delhaize brand page
SRC_WALMART_PRIVATE_BRANDS,Walmart private brands stewardship seed,retailer_own_brand_page,https://www.walmart.com/cp/food/976759,Walmart Private,source_harvest,2026-04-28,2026-04-28,active,Seeded pending official private-brand source verification
SRC_CARREFOUR_BRANDS,Carrefour private-label stewardship seed,retailer_own_brand_page,https://www.carrefour.com/en/group/food-transition,Carrefour Brands,source_harvest,2026-04-28,2026-04-28,active,Seeded pending official private-brand source verification
SRC_JALNA_SOURCE,Jalna Dairy Foods,official_brand_page,https://jalna.com.au/,Jalna Source,source_harvest,2026-04-28,2026-04-28,active,Official Jalna source
SRC_CHOBANI_SOURCE,Chobani Australia,official_brand_page,https://www.chobani.com.au/,Chobani Source,source_harvest,2026-04-28,2026-04-28,active,Official Chobani Australia source
SRC_BBFAW_REPO_FOLDER,Existing BBFAW project seed folder,imported_seed,https://github.com/TrueScanOnline/TruScore/tree/main/Database%20files/ETHICS%20Pillar/BBFAW%20folder,Bbfaw Repo,source_harvest,2026-04-28,2026-04-28,active,Existing repo seed asset
SRC_KTC_REPO_FOLDER,Existing KTC project seed folder,imported_seed,https://github.com/TrueScanOnline/TruScore/tree/main/Database%20files/ETHICS%20Pillar/KTC%20folder,Ktc Repo,source_harvest,2026-04-28,2026-04-28,active,Existing repo seed asset
SRC_REGISTER_A_DOCS,Workstream A documents / founder stewardship,manual_stewardship,Workstream A Register + A1-A4,Register A,manual_review,2026-04-28,2026-04-28,active,Founder-controlled seed/workbook stewardship
SRC_CAPTAINS_TABLE_MONDELEZ_PRODUCT_SPEC,Captain's Table Mondelez product summary report,packaging_observation,https://www.mocofoodservices.com.au/globalassets/related-items-import/30701-psr---125g-captains-table-classic-water-crackers.pdf,Captains Table,source_harvest,2026-04-28,2026-04-28,active,Product-level supplier/specification PDF with Mondelēz Australia Biscuits signature line and GTIN.
SRC_CAPTAINS_TABLE_WOOLWORTHS_PRODUCT_PAGE,Woolworths Captain's Table product page,retailer_product_page,https://www.woolworths.com.au/shop/productdetails/140784/captain-s-table-classic-water-crackers,Captains Table,source_harvest,2026-04-28,2026-04-28,active,Retailer product title evidence for Captain's Table Classic Water Crackers.
SRC_KELLOGGS_AU_FOOD_BRANDS,Kellogg's Australia Food brand list,official_brand_page,https://www.kelloggs.com.au/en_AU/food.html,Kelloggs Au,source_harvest,2026-04-28,2026-04-28,active,AU cereal/snack brand source; v0.5 parent treatment approved under Mars/Kellanova ownership change.
SRC_MARS_KELLANOVA_COMPLETION,Mars completes acquisition of Kellanova,corporate_press_release,https://www.mars.com/en-au/news-and-stories/press-releases-statements/mars-completes-acquisition-of-kellanova,Mars Kellanova,source_harvest,2026-04-28,2026-04-28,active,Official Mars release; v0.5 founder approval supports current-chain promotion.
SRC_COLES_CRACKERS_CRISPBREADS,Coles Crackers & Crispbreads category,retailer_category_page,https://www.coles.com.au/browse/chips-chocolates-snacks/crackers-rice-cakes/crackers-crispbreads,Coles Crackers,source_harvest,2026-04-28,2026-04-28,active,Search-indexed Coles category evidence used for catalogue audit pilot.
SRC_COLES_ARNOTTS_BRAND_PAGE,Coles Arnott's brand page,retailer_brand_page,https://www.coles.com.au/brands/arnotts-1655129700,Coles Arnotts,source_harvest,2026-04-28,2026-04-28,active,Search-indexed Coles brand page evidence used for Savoy/Arnott's audit rows.
SRC_COLES_BREAKFAST_PAGE5,Coles Breakfast category page 5,retailer_category_page,https://www.coles.com.au/browse/pantry/breakfast?page=5,Coles Breakfast,source_harvest,2026-04-28,2026-04-28,active,Search-indexed Coles breakfast category evidence.
SRC_COLES_DRINKS_PAGE4,Coles Drinks category page 4,retailer_category_page,https://www.coles.com.au/browse/drinks?page=4,Coles Drinks,source_harvest,2026-04-28,2026-04-28,active,Search-indexed Coles drinks category evidence.
SRC_COLES_YOGHURT_TUBS,Coles Yoghurt Tubs category,retailer_category_page,https://www.coles.com.au/browse/dairy-eggs-fridge/yoghurt/yoghurt-tubs,Coles Yoghurt,source_harvest,2026-04-28,2026-04-28,active,Search-indexed Coles yoghurt category evidence.
SRC_COLES_DAIRY_PAGE23,Coles Dairy Eggs & Fridge page 23,retailer_category_page,https://www.coles.com.au/browse/dairy-eggs-fridge?page=23,Coles Dairy,source_harvest,2026-04-28,2026-04-28,active,Search-indexed Coles dairy category evidence.
SRC_COLES_PIZZA_PASTA_SAUCES,Coles Pizza & Pasta Sauces category,retailer_category_page,https://www.coles.com.au/browse/pantry/sauces/pizza-pasta,Coles Pizza,source_harvest,2026-04-28,2026-04-28,active,Search-indexed Coles pasta sauce category evidence.
SRC_COLES_MICROWAVE_RICE,Coles Microwave Rice category,retailer_category_page,https://www.coles.com.au/browse/pantry/pasta-rice-legumes-grains/microwave-rice,Coles Microwave,source_harvest,2026-04-28,2026-04-28,active,Search-indexed Coles microwave rice category evidence.
SRC_COLES_PACKAGED_BREADS,Coles Packaged Breads category,retailer_category_page,https://www.coles.com.au/browse/bakery/packaged-breads,Coles Packaged,source_harvest,2026-04-28,2026-04-28,active,Search-indexed Coles bakery category evidence.
SRC_MAGGIE_BEER_HOLDINGS_WHO_WE_ARE,Maggie Beer Holdings — Who We Are,official_company_page,https://www.maggiebeerholdings.com.au/about-us/who-we-are/,Maggie Beer Holdings,source_harvest,2026-04-28,2026-04-28,active,Source support for Maggie Beer Products ownership by Longtable/Maggie Beer Holdings.
SRC_VAL_VERDE_PRIVACY_DISCLAIMER,Val Verde privacy/disclaimer,official_brand_page,https://www.discovervalverde.com.au/privacy-disclaimer/,Val Verde,source_harvest,2026-04-28,2026-04-28,active,Identifies Conga Foods as owner/operator and brand owner of Val Verde.
SRC_EBRO_TILDA_ACQUISITION,Ebro Foods buys Tilda,corporate_press_release,https://www.ebrofoods.es/en/news/ebro-foods-buys-the-premium-rice-brand-tilda/,Ebro Tilda,source_harvest,2026-04-28,2026-04-28,active,Official Ebro Foods source for Tilda acquisition.
SRC_CHOBANI_AU_PRODUCTS,Chobani Australia products page,official_brand_page,https://www.chobani.com.au/our-products/,Chobani Au,source_harvest,2026-04-28,2026-04-28,active,Lists Gippsland Dairy under Chobani Australia products.
SRC_COLES_CANNED_FOOD_SOUPS_NOODLES,"Coles — Canned Food, Soups & Noodles",retailer_category_page,https://www.coles.com.au/browse/pantry/canned-food-soups-noodles,Coles,source_harvest,2026-04-28,2026-04-28,active,Used for v0.7 category audit proof-of-method.
SRC_COLES_READY_TO_EAT_MEALS,Coles — Ready to Eat Meals,retailer_category_page,https://www.coles.com.au/browse/dairy-eggs-fridge/ready-to-eat-meals,Coles,source_harvest,2026-04-28,2026-04-28,active,Used for v0.7 category audit proof-of-method.
SRC_COLES_INSTANT_MEALS_SIDES,Coles — Instant Meals & Sides,retailer_category_page,https://www.coles.com.au/browse/pantry/canned-food-soups-noodles/instant-meals-sides,Coles,source_harvest,2026-04-28,2026-04-28,active,Used for v0.7 category audit proof-of-method.
SRC_COLES_NOODLES,Coles — Noodles,retailer_category_page,https://www.coles.com.au/browse/pantry/canned-food-soups-noodles/noodles,Coles,source_harvest,2026-04-28,2026-04-28,active,Used for v0.7 category audit proof-of-method.
SRC_COLES_CHIPS,Coles — Chips,retailer_category_page,https://www.coles.com.au/browse/chips-chocolates-snacks/chips,Coles,source_harvest,2026-04-28,2026-04-28,active,Used for v0.7 snacks category audit proof-of-method.
SRC_COLES_SNACKS,Coles — Snacks,retailer_category_page,https://www.coles.com.au/browse/chips-chocolates-snacks/snacks,Coles,source_harvest,2026-04-28,2026-04-28,active,Used for v0.7 snacks category audit proof-of-method.
SRC_MAGGIE_BEER_HOLDINGS_BRAND,Maggie Beer Holdings — Maggie Beer brand,official_parent_brand_page,https://www.maggiebeerholdings.com.au/our-brands/maggie-beer/,Maggie Beer Holdings,source_harvest,2026-04-28,2026-04-28,active,Source confirms Maggie Beer Holdings has 100% equity stake in Maggie Beer.
SRC_ARNOTTS_SAVOY,Arnott's — Savoy brand page,official_brand_page,https://www.arnotts.com/brands/savoy,Arnott's,source_harvest,2026-04-28,2026-04-28,active,Source confirms Savoy as an Arnott's brand.
SRC_CHOBANI_GIPPSLAND_DAIRY,Chobani Australia — Gippsland Dairy product page,official_brand_page,https://www.chobani.com.au/our-products/,Chobani Australia,source_harvest,2026-04-28,2026-04-28,active,Source lists Gippsland Dairy within Chobani Australia's product family.
SRC_VAL_VERDE_CONGA,Val Verde — Privacy & Disclaimer,official_brand_page,https://www.discovervalverde.com.au/privacy-disclaimer/,Val Verde,source_harvest,2026-04-28,2026-04-28,active,Source states Conga Foods is brand owner of Val Verde.
SRC_EBRO_TILDA,Ebro Foods — Tilda acquisition announcement,official_parent_brand_page,https://www.ebrofoods.es/en/news/ebro-foods-buys-the-premium-rice-brand-tilda/,Ebro Foods,source_harvest,2026-04-28,2026-04-28,active,Source confirms Ebro Foods purchased Tilda.
SRC_SPC_GLOBAL,SPC Global / SPC Australia,official_parent_brand_page,https://spcglobalgroup.com/,Spc Global,source_harvest,2026-04-28,2026-04-28,active,Candidate source for SPC parent/brand review.
SRC_COBS,Cobs Popcorn,official_brand_page,https://cobs.com.au/,Cobs,source_harvest,2026-04-28,2026-04-28,active,Candidate source for Cobs brand review; parent ownership requires confirmation.
SRC_INDOMIE_AU,Indomie Australia — About,official_brand_page,https://indomie.com.au/about/,Indomie Australia,source_harvest,2026-04-28,2026-04-28,active,Candidate source for Indomie brand review.
SRC_FANTASTIC_SNACKS,Fantastic Snacks — About,official_brand_page,https://fantasticsnacks.com.au/about-us,Fantastic Snacks,source_harvest,2026-04-28,2026-04-28,active,Candidate source for Fantastic brand review; parent ownership requires confirmation.
SRC_SUPERNATURE_VESCO,Super Nature Foods,official_brand_page,https://supernaturefoods.com.au/,Supernature Vesco,source_harvest,2026-04-28,2026-04-28,active,Candidate source states Super Nature trademarks and contact via Vesco Foods.
SRC_PATTIES_ON_THE_MENU,Patties Food Group — On The Menu,official_brand_page,https://pattiesfoodgroup.com/brands/on-the-menu,Patties Food Group,source_harvest,2026-04-28,2026-04-28,active,Source confirms On The Menu is a Patties Food Group brand.
SRC_YOUFOODZ_HELLOFRESH,HelloFresh — Youfoodz acquisition press release,corporate_press_release,https://assets.ctfassets.net/irplh84t0tdt/4xkJwmAtSgYrI7tZ6J1TTg/cb42e689560e2ae306cde8857ee3acb8/HelloFresh_Press_Release_Youfoods_acquisition.pdf,HelloFresh,source_harvest,2026-04-28,2026-04-28,active,Candidate source for Youfoodz parent ownership.
SRC_MY_MUSCLE_CHEF_OFFICIAL,My Muscle Chef — About Us,official_brand_page,https://www.mymusclechef.com/about-us,My Muscle Chef,source_harvest,2026-04-28,2026-04-28,active,Source confirms My Muscle Chef brand and ready-meal business; top ownership remains provisional.
SRC_SAN_REMO_FANTASTIC_PARENT,San Remo / Fantastic parent stewardship source,other,https://sanremo.com.au/content/uploads/2024/04/SR-NZ-Food-Service-Cat-2024.pdf,San Remo,source_harvest,2026-04-28,2026-04-28,active,Supports San Remo/Fantastic stewardship review; retained as provisional source support.
SRC_BBFAW_2024_PARENT_MAPPING_FILE,BBFAW 2024 supermarket parent-brand mapping file,imported_seed,BBFAW_2024_Supermarket_Parent_Brand_Mapping_20260311.xlsx,Bbfaw 2024,source_harvest,2026-04-29,2026-04-29,active,"Founder-supplied benchmark seed asset; used as current-state identity seed input only, not scoring attribution."
SRC_KTC_2026_PARENT_MAPPING_FILE,KTC 2026 parent-brand-alias mapping file,imported_seed,KTC_2026_Parent_Brand_Alias_Mapping.xlsx,Ktc 2026,source_harvest,2026-04-29,2026-04-29,active,"Founder-supplied benchmark seed asset; used as current-state identity seed input only, not scoring attribution."
SRC_UAT_AU_TEST_PACK_20260417,MaG UAT AU Test Pack - food and drink category only,imported_seed,Tru_Score_Engine_Detailed_Specification_20260417.xlsx#MaG_UAT_AU_Test_Pack,MaG UAT AU Test Pack,source_harvest,2026-04-29,2026-04-29,active,"Founder-supplied UAT product pack; used selectively to identify high-value parent/brand additions, not exhaustive coverage."
SRC_GS1_NPC_FUTURE_PROVIDER,GS1 Australia National Product Catalogue / OneSource future-provider path,future_data_provider,https://www.gs1au.org/services/data-and-content/national-product-catalogue,Gs1 Npc,source_harvest,2026-04-29,2026-04-29,active,Post-MVP investigation candidate only; no active connector or GTIN override strategy in MVP.
SRC_WOOLWORTHS_API_FUTURE_PROVIDER,Woolworths API portal future-provider path,future_data_provider,https://apiportal.woolworths.com.au/getting-started,Woolworths Api,source_harvest,2026-04-29,2026-04-29,active,Post-MVP investigation candidate only; gated access likely requires registration/approval.
SRC_COLES_NPC_SUPPLIER_DATA_FUTURE_PROVIDER,Coles supplier/NPC product-data pathway future-provider note,future_data_provider,https://suppliercentral.coles.com.au/,Coles Npc,source_harvest,2026-04-29,2026-04-29,active,"Post-MVP investigation candidate only; supplier/trading-partner data model, not assumed open consumer-app feed."
SRC_NORCO_OFFICIAL,Norco official site,official_brand_page,https://norcofoods.com.au/,Norco Official,source_harvest,2026-04-29,2026-04-29,active,Official source for Norco brand; UAT-led promotion.
SRC_REDBULL_AU,Red Bull Australia energy drink page,official_brand_page,https://www.redbull.com/au-en/energydrink,Redbull Au,source_harvest,2026-04-29,2026-04-29,active,Official source for Red Bull AU product range; UAT-led promotion.
SRC_YAKULT_AU_HISTORY,Yakult Australia history and parent company page,official_brand_page,https://www.yakult.com.au/our-story/yakult-history-and-timeline/,Yakult Au,source_harvest,2026-04-29,2026-04-29,active,Official source identifies Yakult Honsha as parent company; UAT-led promotion.
SRC_VITASOY_AU,Vitasoy Australia official site,official_brand_page,https://soy.com.au/,Vitasoy Au,source_harvest,2026-04-29,2026-04-29,active,Official Australian Vitasoy brand site; parent chain requires review if needed.
SRC_HIVE_WELLNESS_BRANDS,Hive + Wellness Australia brands page,official_parent_brand_page,https://hiveandwellness.com/brands/,Hive Wellness,source_harvest,2026-04-29,2026-04-29,active,Official brand portfolio page listing Capilano; UAT-led promotion.
SRC_KIKKOMAN_AU,Kikkoman Australia official site,official_brand_page,https://kikkoman.com.au/,Kikkoman Au,source_harvest,2026-04-29,2026-04-29,active,Official Australian Kikkoman brand site; UAT-led promotion.
SRC_MCKENZIES_FOODS,McKenzie's Foods official site,official_brand_page,https://www.mckenziesfoods.com.au/,Mckenzies Foods,source_harvest,2026-04-29,2026-04-29,active,Official Australian McKenzie’s brand site; UAT-led promotion.
SRC_SAXA_UAT_REVIEW,Saxa UAT ownership review source,imported_seed,Tru_Score_Engine_Detailed_Specification_20260417.xlsx#MaG_UAT_AU_Test_Pack,Saxa Uat,source_harvest,2026-04-29,2026-04-29,active,UAT-led promotion under Kraft Heinz as provisional; ownership/source verification remains reviewable.
SRC_INTERSNACK_BRANDS,Intersnack Group — Brands Overview,official_parent_brand_page,https://www.intersnackgroup.com/brands/overview,Intersnack Group,source_harvest,2026-04-29,2026-04-29,active,Founder-provided source for Kettle ownership exception resolution.
SRC_SNACKBRANDS_AU,Snackbrands Australia,official_brand_page,https://www.snackbrands.com.au/,Snackbrands Au,source_harvest,2026-04-29,2026-04-29,active,Local entity note for Kettle / Intersnack AU context.
SRC_CONAGRA_BRANDS,Conagra Brands — Brands,official_parent_brand_page,https://www.conagrabrands.com/brands,Conagra Brands,source_harvest,2026-04-29,2026-04-29,active,Founder-provided comparative source noting Healthy Choice ownership in US/Canada; not AU canonical chain.
SRC_MCCAIN_HEALTHY_CHOICE,McCain Australia — Products,official_brand_page,https://mccain.com.au/products/,McCain Australia,source_harvest,2026-04-29,2026-04-29,active,Founder-provided source for McCain Healthy Choice AU treatment.
SRC_MONDELEZ_GFH_ACQUISITION,Mondelēz International — Gourmet Food Holdings acquisition,corporate_press_release,https://ir.mondelezinternational.com/news-releases/news-release-details/mondelez-international-acquires-australian-premium-cracker/,Mondelēz International,source_harvest,2026-04-29,2026-04-29,active,Source supporting Captain's Table / Gourmet Food Holdings acquisition context.
SRC_FANTASTIC_PRIVACY_POLICY,Fantastic Snacks — Privacy Policy,official_brand_page,https://fantasticsnacks.com.au/privacy-policy/,Fantastic Snacks,source_harvest,2026-04-29,2026-04-29,active,Founder-provided source supporting San Remo / Fantastic ownership treatment.
SRC_TMICC_DEMERGER_INFO,The Magnum Ice Cream Company — Demerger Information,corporate_press_release,https://corporate.magnumicecream.com/en/investors/demerger-information.html,The Magnum Ice Cream Company,source_harvest,2026-04-29,2026-04-29,active,Founder-provided source for TMICC demerger/current ownership treatment.
SRC_TMICC_BRANDS,The Magnum Ice Cream Company — Brands,official_parent_brand_page,https://corporate.magnumicecream.com/en/brands.html,The Magnum Ice Cream Company,source_harvest,2026-04-29,2026-04-29,active,Founder-provided source for TMICC brand portfolio.
