brand_id,canonical_brand_name,display_brand_name,parent_id,parent_display_name,brand_type,review_state,primary_source_type,primary_source_id,primary_source_name,primary_source_url_or_reference,source_harvest_date,substantiation_note,notes_internal
B0013,Coles Brand,Coles Brand,P0002,Coles Group Limited,retailer_own_label,archived,retailer_own_brand_page,SRC_COLES_OWN_BRANDS,Coles — Our Brands,https://www.coles.com.au/about/who-we-are/our-brands,2026-04-28,v0.3 source-harvested brand under Coles Group Limited from Coles — Our Brands...,SUPPRESS_CURRENT 2026-08-16: competing or stale AU/NZ current-chain mapping; retain reviewed counterpart or fail closed
B0014,Coles Finest,Coles Finest,P0002,Coles Group Limited,retailer_own_label,reviewed,retailer_own_brand_page,SRC_COLES_OWN_BRANDS,Coles — Our Brands,https://www.coles.com.au/about/who-we-are/our-brands,2026-04-28,v0.3 source-harvested brand under Coles Group Limited from Coles — Our Brands...,
B0016,Coles I'm Free From,Coles I'm Free From,P0002,Coles Group Limited,retailer_own_label,reviewed,retailer_own_brand_page,SRC_COLES_OWN_BRANDS,Coles — Our Brands,https://www.coles.com.au/about/who-we-are/our-brands,2026-04-28,v0.3 source-harvested brand under Coles Group Limited from Coles — Our Brands...,
B0202,Coles Kitchen,Coles Kitchen,P0002,Coles Group Limited,retailer_own_label,reviewed,retailer_own_brand_page,SRC_COLES_OWN_BRANDS,Coles — Our Brands,https://www.coles.com.au/about/who-we-are/our-brands,2026-04-28,v0.3 source-harvested brand under Coles Group Limited from Coles — Our Brands...,
B0201,Coles Nature's Kitchen,Coles Nature's Kitchen,P0002,Coles Group Limited,retailer_own_label,reviewed,retailer_own_brand_page,SRC_COLES_OWN_BRANDS,Coles — Our Brands,https://www.coles.com.au/about/who-we-are/our-brands,2026-04-28,v0.3 source-harvested brand under Coles Group Limited from Coles — Our Brands...,
B0203,Coles Organic,Coles Organic,P0002,Coles Group Limited,retailer_own_label,reviewed,retailer_own_brand_page,SRC_COLES_OWN_BRANDS,Coles — Our Brands,https://www.coles.com.au/about/who-we-are/our-brands,2026-04-28,v0.3 source-harvested brand under Coles Group Limited from Coles — Our Brands...,
B0018,Coles PerForm,Coles PerForm,P0002,Coles Group Limited,retailer_own_label,reviewed,retailer_own_brand_page,SRC_COLES_OWN_BRANDS,Coles — Our Brands,https://www.coles.com.au/about/who-we-are/our-brands,2026-04-28,v0.3 source-harvested brand under Coles Group Limited from Coles — Our Brands...,
B0012,Coles Simply,Coles Simply,P0002,Coles Group Limited,retailer_own_label,reviewed,retailer_own_brand_page,SRC_COLES_OWN_BRANDS,Coles — Our Brands,https://www.coles.com.au/about/who-we-are/our-brands,2026-04-28,v0.3 source-harvested brand under Coles Group Limited from Coles — Our Brands...,
B0017,Coles Wellness,Coles Wellness,P0002,Coles Group Limited,retailer_own_label,reviewed,retailer_own_brand_page,SRC_COLES_OWN_BRANDS,Coles — Our Brands,https://www.coles.com.au/about/who-we-are/our-brands,2026-04-28,v0.3 source-harvested brand under Coles Group Limited from Coles — Our Brands...,
B0015,Nature's Kitchen,Nature's Kitchen,P0002,Coles Group Limited,retailer_own_label,archived,retailer_own_brand_page,SRC_COLES_OWN_BRANDS,Coles — Our Brands,https://www.coles.com.au/about/who-we-are/our-brands,2026-04-28,v0.3 source-harvested brand under Coles Group Limited from Coles — Our Brands...,SUPPRESS_CURRENT 2026-08-16: competing or stale AU/NZ current-chain mapping; retain reviewed counterpart or fail closed
B0021,Four Square,Four Square,P0003,Foodstuffs New Zealand,brand_family,reviewed,official_parent_brand_page,SRC_FOODSTUFFS_OUR_BRANDS,Foodstuffs — Our Brands,https://www.foodstuffs.co.nz/our-brands,2026-04-28,v0.3 source-harvested brand under Foodstuffs New Zealand from Foodstuffs — Ou...,
B0022,Gilmours,Gilmours,P0003,Foodstuffs New Zealand,brand_family,reviewed,official_parent_brand_page,SRC_FOODSTUFFS_OUR_BRANDS,Foodstuffs — Our Brands,https://www.foodstuffs.co.nz/our-brands,2026-04-28,v0.3 source-harvested brand under Foodstuffs New Zealand from Foodstuffs — Ou...,
B0027,Gilmours Own Brand,Gilmours Own Brand,P0003,Foodstuffs New Zealand,retailer_own_label,reviewed,official_parent_brand_page,SRC_FOODSTUFFS_OUR_BRANDS,Foodstuffs — Our Brands,https://www.foodstuffs.co.nz/our-brands,2026-04-28,v0.3 source-harvested brand under Foodstuffs New Zealand from Foodstuffs — Ou...,
B0023,Liquorland,Liquorland,P0003,Foodstuffs New Zealand,retailer_own_label,reviewed,official_parent_brand_page,SRC_FOODSTUFFS_OUR_BRANDS,Foodstuffs — Our Brands,https://www.foodstuffs.co.nz/our-brands,2026-04-28,v0.3 source-harvested brand under Foodstuffs New Zealand from Foodstuffs — Ou...,
B0019,New World,New World,P0003,Foodstuffs New Zealand,brand_family,reviewed,official_parent_brand_page,SRC_FOODSTUFFS_OUR_BRANDS,Foodstuffs — Our Brands,https://www.foodstuffs.co.nz/our-brands,2026-04-28,v0.3 source-harvested brand under Foodstuffs New Zealand from Foodstuffs — Ou...,
B0020,PAK'nSAVE,PAK'nSAVE,P0003,Foodstuffs New Zealand,brand_family,reviewed,official_parent_brand_page,SRC_FOODSTUFFS_OUR_BRANDS,Foodstuffs — Our Brands,https://www.foodstuffs.co.nz/our-brands,2026-04-28,v0.3 source-harvested brand under Foodstuffs New Zealand from Foodstuffs — Ou...,
B0024,Pams,Pams,P0003,Foodstuffs New Zealand,retailer_own_label,reviewed,official_parent_brand_page,SRC_FOODSTUFFS_OUR_BRANDS,Foodstuffs — Our Brands,https://www.foodstuffs.co.nz/our-brands,2026-04-28,v0.3 source-harvested brand under Foodstuffs New Zealand from Foodstuffs — Ou...,
B0025,Pams Finest,Pams Finest,P0003,Foodstuffs New Zealand,retailer_own_label,reviewed,official_parent_brand_page,SRC_FOODSTUFFS_OUR_BRANDS,Foodstuffs — Our Brands,https://www.foodstuffs.co.nz/our-brands,2026-04-28,v0.3 source-harvested brand under Foodstuffs New Zealand from Foodstuffs — Ou...,
B0205,Pams Plant Based,Pams Plant Based,P0003,Foodstuffs New Zealand,retailer_own_label,reviewed,official_parent_brand_page,SRC_FOODSTUFFS_OUR_BRANDS,Foodstuffs — Our Brands,https://www.foodstuffs.co.nz/our-brands,2026-04-28,v0.3 source-harvested brand under Foodstuffs New Zealand from Foodstuffs — Ou...,
B0204,Pams Superfoods,Pams Superfoods,P0003,Foodstuffs New Zealand,retailer_own_label,reviewed,official_parent_brand_page,SRC_FOODSTUFFS_OUR_BRANDS,Foodstuffs — Our Brands,https://www.foodstuffs.co.nz/our-brands,2026-04-28,v0.3 source-harvested brand under Foodstuffs New Zealand from Foodstuffs — Ou...,
B0026,Value,Value,P0003,Foodstuffs New Zealand,retailer_own_label,reviewed,official_parent_brand_page,SRC_FOODSTUFFS_OUR_BRANDS,Foodstuffs — Our Brands,https://www.foodstuffs.co.nz/our-brands,2026-04-28,v0.3 source-harvested brand under Foodstuffs New Zealand from Foodstuffs — Ou...,
B0210,Baker's Life,Baker's Life,P0004,ALDI Süd / ALDI Einkauf SE & Co. oHG,retailer_own_label,reviewed,retailer_product_page,SRC_ALDI_AU_BRANDS,ALDI Australia — Brands/Product Pages,https://www.aldi.com.au/brands/Choceur,2026-04-28,v0.3 source-harvested brand under ALDI Süd / ALDI Einkauf SE & Co. oHG from A...,
B0034,Belmont,Belmont,P0004,ALDI Süd / ALDI Einkauf SE & Co. oHG,retailer_own_label,reviewed,retailer_product_page,SRC_ALDI_AU_BRANDS,ALDI Australia — Brands/Product Pages,https://www.aldi.com.au/brands/Choceur,2026-04-28,v0.3 source-harvested brand under ALDI Süd / ALDI Einkauf SE & Co. oHG from A...,
B0037,Choceur,Choceur,P0004,ALDI Süd / ALDI Einkauf SE & Co. oHG,retailer_own_label,reviewed,retailer_product_page,SRC_ALDI_AU_BRANDS,ALDI Australia — Brands/Product Pages,https://www.aldi.com.au/brands/Choceur,2026-04-28,v0.3 source-harvested brand under ALDI Süd / ALDI Einkauf SE & Co. oHG from A...,
B0218,Dairy Fine,Dairy Fine,P0004,ALDI Süd / ALDI Einkauf SE & Co. oHG,retailer_own_label,reviewed,retailer_product_page,SRC_ALDI_AU_BRANDS,ALDI Australia — Brands/Product Pages,https://www.aldi.com.au/brands/Choceur,2026-04-28,v0.3 source-harvested brand under ALDI Süd / ALDI Einkauf SE & Co. oHG from A...,
B0209,Emporium Selection,Emporium Selection,P0004,ALDI Süd / ALDI Einkauf SE & Co. oHG,retailer_own_label,reviewed,retailer_product_page,SRC_ALDI_AU_BRANDS,ALDI Australia — Brands/Product Pages,https://www.aldi.com.au/brands/Choceur,2026-04-28,v0.3 source-harvested brand under ALDI Süd / ALDI Einkauf SE & Co. oHG from A...,
B0028,Farmdale,Farmdale,P0004,ALDI Süd / ALDI Einkauf SE & Co. oHG,retailer_own_label,reviewed,retailer_product_page,SRC_ALDI_AU_BRANDS,ALDI Australia — Brands/Product Pages,https://www.aldi.com.au/brands/Choceur,2026-04-28,v0.3 source-harvested brand under ALDI Süd / ALDI Einkauf SE & Co. oHG from A...,
B0035,Goldenvale,Goldenvale,P0004,ALDI Süd / ALDI Einkauf SE & Co. oHG,retailer_own_label,reviewed,retailer_product_page,SRC_ALDI_AU_BRANDS,ALDI Australia — Brands/Product Pages,https://www.aldi.com.au/brands/Choceur,2026-04-28,v0.3 source-harvested brand under ALDI Süd / ALDI Einkauf SE & Co. oHG from A...,
B0036,Has No,Has No,P0004,ALDI Süd / ALDI Einkauf SE & Co. oHG,retailer_own_label,reviewed,retailer_product_page,SRC_ALDI_AU_BRANDS,ALDI Australia — Brands/Product Pages,https://www.aldi.com.au/brands/Choceur,2026-04-28,v0.3 source-harvested brand under ALDI Süd / ALDI Einkauf SE & Co. oHG from A...,
B0217,Hillcrest,Hillcrest,P0004,ALDI Süd / ALDI Einkauf SE & Co. oHG,retailer_own_label,reviewed,retailer_product_page,SRC_ALDI_AU_BRANDS,ALDI Australia — Brands/Product Pages,https://www.aldi.com.au/brands/Choceur,2026-04-28,v0.3 source-harvested brand under ALDI Süd / ALDI Einkauf SE & Co. oHG from A...,
B0030,Just Organic,Just Organic,P0004,ALDI Süd / ALDI Einkauf SE & Co. oHG,retailer_own_label,reviewed,retailer_product_page,SRC_ALDI_AU_BRANDS,ALDI Australia — Brands/Product Pages,https://www.aldi.com.au/brands/Choceur,2026-04-28,v0.3 source-harvested brand under ALDI Süd / ALDI Einkauf SE & Co. oHG from A...,
B0219,Lazzio,Lazzio,P0004,ALDI Süd / ALDI Einkauf SE & Co. oHG,retailer_own_label,reviewed,retailer_product_page,SRC_ALDI_AU_BRANDS,ALDI Australia — Brands/Product Pages,https://www.aldi.com.au/brands/Choceur,2026-04-28,v0.3 source-harvested brand under ALDI Süd / ALDI Einkauf SE & Co. oHG from A...,
B0216,Lodge Farms,Lodge Farms,P0004,ALDI Süd / ALDI Einkauf SE & Co. oHG,retailer_own_label,reviewed,retailer_product_page,SRC_ALDI_AU_BRANDS,ALDI Australia — Brands/Product Pages,https://www.aldi.com.au/brands/Choceur,2026-04-28,v0.3 source-harvested brand under ALDI Süd / ALDI Einkauf SE & Co. oHG from A...,
B0029,Mamia,Mamia,P0004,ALDI Süd / ALDI Einkauf SE & Co. oHG,retailer_own_label,reviewed,retailer_product_page,SRC_ALDI_AU_BRANDS,ALDI Australia — Brands/Product Pages,https://www.aldi.com.au/brands/Choceur,2026-04-28,v0.3 source-harvested brand under ALDI Süd / ALDI Einkauf SE & Co. oHG from A...,
B0211,Market Fare,Market Fare,P0004,ALDI Süd / ALDI Einkauf SE & Co. oHG,retailer_own_label,reviewed,retailer_product_page,SRC_ALDI_AU_BRANDS,ALDI Australia — Brands/Product Pages,https://www.aldi.com.au/brands/Choceur,2026-04-28,v0.3 source-harvested brand under ALDI Süd / ALDI Einkauf SE & Co. oHG from A...,
B0206,Moser Roth,Moser Roth,P0004,ALDI Süd / ALDI Einkauf SE & Co. oHG,retailer_own_label,reviewed,retailer_product_page,SRC_ALDI_AU_BRANDS,ALDI Australia — Brands/Product Pages,https://www.aldi.com.au/brands/Choceur,2026-04-28,v0.3 source-harvested brand under ALDI Süd / ALDI Einkauf SE & Co. oHG from A...,
B0213,Ocean Rise,Ocean Rise,P0004,ALDI Süd / ALDI Einkauf SE & Co. oHG,retailer_own_label,reviewed,retailer_product_page,SRC_ALDI_AU_BRANDS,ALDI Australia — Brands/Product Pages,https://www.aldi.com.au/brands/Choceur,2026-04-28,v0.3 source-harvested brand under ALDI Süd / ALDI Einkauf SE & Co. oHG from A...,
B0032,Remano,Remano,P0004,ALDI Süd / ALDI Einkauf SE & Co. oHG,retailer_own_label,reviewed,retailer_product_page,SRC_ALDI_AU_BRANDS,ALDI Australia — Brands/Product Pages,https://www.aldi.com.au/brands/Choceur,2026-04-28,v0.3 source-harvested brand under ALDI Süd / ALDI Einkauf SE & Co. oHG from A...,
B0214,Stonemill,Stonemill,P0004,ALDI Süd / ALDI Einkauf SE & Co. oHG,retailer_own_label,reviewed,retailer_product_page,SRC_ALDI_AU_BRANDS,ALDI Australia — Brands/Product Pages,https://www.aldi.com.au/brands/Choceur,2026-04-28,v0.3 source-harvested brand under ALDI Süd / ALDI Einkauf SE & Co. oHG from A...,
B0215,Sweet Valley,Sweet Valley,P0004,ALDI Süd / ALDI Einkauf SE & Co. oHG,retailer_own_label,reviewed,retailer_product_page,SRC_ALDI_AU_BRANDS,ALDI Australia — Brands/Product Pages,https://www.aldi.com.au/brands/Choceur,2026-04-28,v0.3 source-harvested brand under ALDI Süd / ALDI Einkauf SE & Co. oHG from A...,
B0212,The Fishmonger,The Fishmonger,P0004,ALDI Süd / ALDI Einkauf SE & Co. oHG,retailer_own_label,reviewed,retailer_product_page,SRC_ALDI_AU_BRANDS,ALDI Australia — Brands/Product Pages,https://www.aldi.com.au/brands/Choceur,2026-04-28,v0.3 source-harvested brand under ALDI Süd / ALDI Einkauf SE & Co. oHG from A...,
B0208,Westacre,Westacre,P0004,ALDI Süd / ALDI Einkauf SE & Co. oHG,retailer_own_label,reviewed,retailer_product_page,SRC_ALDI_AU_BRANDS,ALDI Australia — Brands/Product Pages,https://www.aldi.com.au/brands/Choceur,2026-04-28,v0.3 source-harvested brand under ALDI Süd / ALDI Einkauf SE & Co. oHG from A...,
B0221,Black & Gold,Black & Gold,P0005,Metcash Limited,retailer_own_label,reviewed,manual_stewardship,SRC_METCASH_IGA_BRANDS,Metcash/IGA own-label stewardship seed,https://www.iga.com.au/,2026-04-28,v0.3 source-harvested brand under Metcash Limited from Metcash/IGA own-label ...,
B0222,Community Co,Community Co,P0005,Metcash Limited,retailer_own_label,reviewed,manual_stewardship,SRC_METCASH_IGA_BRANDS,Metcash/IGA own-label stewardship seed,https://www.iga.com.au/,2026-04-28,v0.3 source-harvested brand under Metcash Limited from Metcash/IGA own-label ...,
B0220,IGA,IGA,P0005,Metcash Limited,brand_family,reviewed,manual_stewardship,SRC_METCASH_IGA_BRANDS,Metcash/IGA own-label stewardship seed,https://www.iga.com.au/,2026-04-28,v0.3 source-harvested brand under Metcash Limited from Metcash/IGA own-label ...,
B0224,IGA Baker's Oven,IGA Baker's Oven,P0005,Metcash Limited,retailer_own_label,reviewed,manual_stewardship,SRC_METCASH_IGA_BRANDS,Metcash/IGA own-label stewardship seed,https://www.iga.com.au/,2026-04-28,v0.3 source-harvested brand under Metcash Limited from Metcash/IGA own-label ...,
B0223,IGA Signature,IGA Signature,P0005,Metcash Limited,retailer_own_label,reviewed,manual_stewardship,SRC_METCASH_IGA_BRANDS,Metcash/IGA own-label stewardship seed,https://www.iga.com.au/,2026-04-28,v0.3 source-harvested brand under Metcash Limited from Metcash/IGA own-label ...,
B0225,Kirkland Signature,Kirkland Signature,P0006,Costco Wholesale Corporation,retailer_own_label,reviewed,retailer_own_brand_page,SRC_COSTCO_KIRKLAND,Costco Australia — Kirkland Signature,https://www.costco.com.au/kirkland-signature,2026-04-28,v0.3 source-harvested brand under Costco Wholesale Corporation from Costco Au...,
B0038,Airwaves,Airwaves,P0007,"Mars, Incorporated",global_brand,reviewed,official_parent_brand_page,SRC_MARS_AU_BRANDS,Mars Australia — A-Z Brands,https://www.mars.com/en-au/our-brands/all-brands,2026-04-28,"v0.3 source-harvested brand under Mars, Incorporated from Mars Australia — A-...",
B0540,All-Bran,All-Bran,P0007,"Mars, Incorporated",global_brand,reviewed,official_brand_page,SRC_KELLOGGS_AU_FOOD_BRANDS,Kellogg's Australia Food brand list,https://www.kelloggs.com.au/en_AU/food.html,2026-04-28,Added in v0.5 after founder approval of OC0001 Mars/Kellanova current ownersh...,Founder-approved Mars/Kellanova ownership promotion; alias/category depth can expand later.
B0039,Ben's Original,Ben's Original,P0007,"Mars, Incorporated",global_brand,reviewed,official_parent_brand_page,SRC_MARS_AU_BRANDS,Mars Australia — A-Z Brands,https://www.mars.com/en-au/our-brands/all-brands,2026-04-28,"v0.3 source-harvested brand under Mars, Incorporated from Mars Australia — A-...",
B0040,Bounty,Bounty,P0007,"Mars, Incorporated",global_brand,reviewed,official_parent_brand_page,SRC_MARS_AU_BRANDS,Mars Australia — A-Z Brands,https://www.mars.com/en-au/our-brands/all-brands,2026-04-28,"v0.3 source-harvested brand under Mars, Incorporated from Mars Australia — A-...",
B0041,Celebrations,Celebrations,P0007,"Mars, Incorporated",global_brand,reviewed,official_parent_brand_page,SRC_MARS_AU_BRANDS,Mars Australia — A-Z Brands,https://www.mars.com/en-au/our-brands/all-brands,2026-04-28,"v0.3 source-harvested brand under Mars, Incorporated from Mars Australia — A-...",
B0541,Coco Pops,Coco Pops,P0007,"Mars, Incorporated",global_brand,reviewed,official_brand_page,SRC_KELLOGGS_AU_FOOD_BRANDS,Kellogg's Australia Food brand list,https://www.kelloggs.com.au/en_AU/food.html,2026-04-28,Added in v0.5 after founder approval of OC0001 Mars/Kellanova current ownersh...,Founder-approved Mars/Kellanova ownership promotion; alias/category depth can expand later.
B0226,Cocoavia,Cocoavia,P0007,"Mars, Incorporated",global_brand,reviewed,official_parent_brand_page,SRC_MARS_AU_BRANDS,Mars Australia — A-Z Brands,https://www.mars.com/en-au/our-brands/all-brands,2026-04-28,"v0.3 source-harvested brand under Mars, Incorporated from Mars Australia — A-...",
B0542,Corn Flakes,Corn Flakes,P0007,"Mars, Incorporated",global_brand,reviewed,official_brand_page,SRC_KELLOGGS_AU_FOOD_BRANDS,Kellogg's Australia Food brand list,https://www.kelloggs.com.au/en_AU/food.html,2026-04-28,Added in v0.5 after founder approval of OC0001 Mars/Kellanova current ownersh...,Founder-approved Mars/Kellanova ownership promotion; alias/category depth can expand later.
B0543,Crispix,Crispix,P0007,"Mars, Incorporated",global_brand,reviewed,official_brand_page,SRC_KELLOGGS_AU_FOOD_BRANDS,Kellogg's Australia Food brand list,https://www.kelloggs.com.au/en_AU/food.html,2026-04-28,Added in v0.5 after founder approval of OC0001 Mars/Kellanova current ownersh...,Founder-approved Mars/Kellanova ownership promotion; alias/category depth can expand later.
B0544,Crunchy Nut,Crunchy Nut,P0007,"Mars, Incorporated",global_brand,reviewed,official_brand_page,SRC_KELLOGGS_AU_FOOD_BRANDS,Kellogg's Australia Food brand list,https://www.kelloggs.com.au/en_AU/food.html,2026-04-28,Added in v0.5 after founder approval of OC0001 Mars/Kellanova current ownersh...,Founder-approved Mars/Kellanova ownership promotion; alias/category depth can expand later.
B0042,Dolmio,Dolmio,P0007,"Mars, Incorporated",global_brand,reviewed,official_parent_brand_page,SRC_MARS_AU_BRANDS,Mars Australia — A-Z Brands,https://www.mars.com/en-au/our-brands/all-brands,2026-04-28,"v0.3 source-harvested brand under Mars, Incorporated from Mars Australia — A-...",
B0043,Eclipse,Eclipse,P0007,"Mars, Incorporated",global_brand,reviewed,official_parent_brand_page,SRC_MARS_AU_BRANDS,Mars Australia — A-Z Brands,https://www.mars.com/en-au/our-brands/all-brands,2026-04-28,"v0.3 source-harvested brand under Mars, Incorporated from Mars Australia — A-...",
B0044,Extra,Extra,P0007,"Mars, Incorporated",global_brand,reviewed,official_parent_brand_page,SRC_MARS_AU_BRANDS,Mars Australia — A-Z Brands,https://www.mars.com/en-au/our-brands/all-brands,2026-04-28,"v0.3 source-harvested brand under Mars, Incorporated from Mars Australia — A-...",
B0545,Froot Loops,Froot Loops,P0007,"Mars, Incorporated",global_brand,reviewed,official_brand_page,SRC_KELLOGGS_AU_FOOD_BRANDS,Kellogg's Australia Food brand list,https://www.kelloggs.com.au/en_AU/food.html,2026-04-28,Added in v0.5 after founder approval of OC0001 Mars/Kellanova current ownersh...,Founder-approved Mars/Kellanova ownership promotion; alias/category depth can expand later.
B0546,Frosties,Frosties,P0007,"Mars, Incorporated",global_brand,reviewed,official_brand_page,SRC_KELLOGGS_AU_FOOD_BRANDS,Kellogg's Australia Food brand list,https://www.kelloggs.com.au/en_AU/food.html,2026-04-28,Added in v0.5 after founder approval of OC0001 Mars/Kellanova current ownersh...,Founder-approved Mars/Kellanova ownership promotion; alias/category depth can expand later.
B0547,Guardian,Guardian,P0007,"Mars, Incorporated",global_brand,reviewed,official_brand_page,SRC_KELLOGGS_AU_FOOD_BRANDS,Kellogg's Australia Food brand list,https://www.kelloggs.com.au/en_AU/food.html,2026-04-28,Added in v0.5 after founder approval of OC0001 Mars/Kellanova current ownersh...,Founder-approved Mars/Kellanova ownership promotion; alias/category depth can expand later.
B0045,Hubba Bubba,Hubba Bubba,P0007,"Mars, Incorporated",global_brand,reviewed,official_parent_brand_page,SRC_MARS_AU_BRANDS,Mars Australia — A-Z Brands,https://www.mars.com/en-au/our-brands/all-brands,2026-04-28,"v0.3 source-harvested brand under Mars, Incorporated from Mars Australia — A-...",
B0046,Juicy Fruit,Juicy Fruit,P0007,"Mars, Incorporated",global_brand,reviewed,official_parent_brand_page,SRC_MARS_AU_BRANDS,Mars Australia — A-Z Brands,https://www.mars.com/en-au/our-brands/all-brands,2026-04-28,"v0.3 source-harvested brand under Mars, Incorporated from Mars Australia — A-...",
B0548,Just Right,Just Right,P0007,"Mars, Incorporated",global_brand,reviewed,official_brand_page,SRC_KELLOGGS_AU_FOOD_BRANDS,Kellogg's Australia Food brand list,https://www.kelloggs.com.au/en_AU/food.html,2026-04-28,Added in v0.5 after founder approval of OC0001 Mars/Kellanova current ownersh...,Founder-approved Mars/Kellanova ownership promotion; alias/category depth can expand later.
B0550,K-Time,K-Time,P0007,"Mars, Incorporated",global_brand,reviewed,official_brand_page,SRC_KELLOGGS_AU_FOOD_BRANDS,Kellogg's Australia Food brand list,https://www.kelloggs.com.au/en_AU/food.html,2026-04-28,Added in v0.5 after founder approval of OC0001 Mars/Kellanova current ownersh...,Founder-approved Mars/Kellanova ownership promotion; alias/category depth can expand later.
B0047,Kan Tong,Kan Tong,P0007,"Mars, Incorporated",global_brand,reviewed,official_parent_brand_page,SRC_MARS_AU_BRANDS,Mars Australia — A-Z Brands,https://www.mars.com/en-au/our-brands/all-brands,2026-04-28,"v0.3 source-harvested brand under Mars, Incorporated from Mars Australia — A-...",
